job_state,job_region,Sector,Company_Age,Avg_Company_Size,Job_Title,Avg_Salary,Max_Salary,Usr_Rating,Python_y_n,R_y_n,Spark_y_n,AWS_y_n,Excel_y_n
NM,Southwest,Aerospace & Defense,47,750,Data Scientist,72.0,91,3.8,1,0,0,0,1
MD,Northeast,Health Care,36,10000,Data Scientist,87.5,112,3.4,1,0,0,0,0
FL,Southeast,Business Services,10,750,Data Scientist,85.0,90,4.8,1,0,1,0,1
WA,West,"Oil, Gas, Energy & Utilities",55,3000,Data Scientist,76.5,97,3.8,1,0,0,0,0
NY,Northeast,Business Services,22,125,Data Scientist,114.5,143,2.9,1,0,0,0,1
TX,Southwest,Real Estate,20,350,Data Scientist,95.0,119,3.4,1,0,0,1,1
MD,Northeast,Finance,12,750,Data Scientist,73.5,93,4.1,0,0,0,0,1
CA,West,Business Services,15,350,Data Scientist,114.0,142,3.8,1,0,1,1,1
NY,Northeast,Health Care,6,10000,Research Scientist,61.0,84,3.3,0,0,0,0,0
NY,Northeast,Information Technology,11,125,Data Scientist,140.0,160,4.6,1,0,1,0,0
CA,West,Retail,9,750,Data Scientist,163.5,201,3.5,1,0,0,0,0
VA,Southeast,Business Services,52,7500,Data Scientist,85.0,106,4.1,0,0,0,0,0
TX,Southwest,Retail,58,10000,Data Scientist,139.0,172,3.2,0,0,0,0,0
WA,West,Business Services,8,350,Data Analyst,65.5,85,4.1,1,0,1,1,1
MA,Northeast,Biotech & Pharmaceuticals,239,10000,Data Scientist,113.5,144,3.7,1,0,1,0,0
NJ,Northeast,Media,25,3000,Data Engineer,146.0,190,3.6,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,9,125,Research Scientist,102.0,137,3.9,0,0,0,0,1
CA,West,Information Technology,9,350,Data Scientist,153.5,189,4.3,1,0,1,1,1
CA,West,Information Technology,10,125,Data Scientist,142.5,175,4.2,0,0,0,0,0
CO,West,Insurance,105,750,Data Scientist,87.5,111,4.0,1,0,0,0,1
WA,West,Information Technology,8,350,Data Scientist,105.5,130,3.2,1,0,1,0,0
TX,Southwest,Insurance,7,350,Data Scientist,96.0,119,3.9,0,0,0,0,1
IL,Midwest,Transportation & Logistics,25,750,Data Scientist,112.5,139,3.8,1,0,0,1,1
KY,Southeast,Transportation & Logistics,85,125,Data Scientist,84.0,105,4.3,1,0,0,0,1
VA,Southeast,Information Technology,8,750,Data Scientist,143.0,177,4.0,1,0,0,1,0
MA,Northeast,Biotech & Pharmaceuticals,171,10000,Data Scientist,86.5,110,4.0,1,0,0,1,1
OR,West,Finance,68,3000,Data Scientist,99.5,124,3.5,1,0,1,1,1
MA,Northeast,Insurance,168,7500,Data Analyst,47.5,61,3.7,0,0,0,0,1
CT,Northeast,Biotech & Pharmaceuticals,171,10000,Data Scientist,84.0,105,4.0,0,0,0,1,1
FL,Southeast,Business Services,10,750,Data Scientist,85.0,90,4.8,1,0,1,0,1
WA,West,"Oil, Gas, Energy & Utilities",55,3000,Data Scientist,76.5,97,3.8,1,0,0,0,0
MI,Midwest,Real Estate,23,3000,Data Scientist,96.0,120,3.6,1,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,24,10000,Data Scientist,114.5,143,3.8,1,0,0,0,0
CA,West,Telecommunications,24,7500,Data Scientist,121.0,149,3.8,1,0,1,0,1
MA,Northeast,Biotech & Pharmaceuticals,46,350,Data Scientist,112.5,140,4.7,1,0,0,0,1
CA,West,Information Technology,12,350,Data Analyst,106.0,135,4.2,1,0,0,0,1
CA,West,Information Technology,51,3000,Data Scientist,107.0,132,3.5,1,0,1,1,0
MA,Northeast,Aerospace & Defense,10,350,Data Scientist,110.0,137,4.7,1,0,1,0,1
CA,West,Biotech & Pharmaceuticals,150,7500,Data Scientist,147.5,180,3.5,1,0,0,0,1
NY,Northeast,Insurance,35,350,Data Engineer,106.0,138,3.5,1,0,0,0,1
CA,West,Information Technology,12,350,Data Analyst,88.0,112,4.2,1,0,0,1,1
MA,Northeast,Health Care,0,25,Data Engineer,98.5,129,3.6,0,0,0,0,1
CA,West,Information Technology,10,125,Data Scientist,142.5,175,4.2,0,0,0,0,0
NJ,Northeast,Manufacturing,5,7500,Research Scientist,82.5,113,3.4,0,0,0,1,0
IL,Midwest,Real Estate,27,3000,Data Scientist,130.0,150,4.3,1,0,1,0,1
DC,Northeast,Information Technology,0,0,Data Scientist,155.0,160,5.0,0,0,0,1,1
WA,West,Information Technology,62,10000,Data Scientist,184.5,211,3.7,1,0,0,0,1
CO,West,Information Technology,34,7500,Data Analyst,29.5,39,3.1,0,0,0,0,1
OH,Midwest,Aerospace & Defense,21,750,Research Scientist,86.5,117,4.7,0,0,0,0,0
IL,Midwest,Manufacturing,95,10000,Data Scientist,81.0,99,3.7,0,0,0,0,0
FL,Southeast,Business Services,36,750,Data Scientist,91.0,114,3.8,1,0,0,0,1
MA,Northeast,Insurance,108,10000,Data Scientist,114.5,143,3.3,1,0,0,0,0
AL,Southeast,Aerospace & Defense,18,3000,Data Scientist,68.0,95,4.6,1,0,0,0,1
NY,Northeast,Insurance,157,10000,Data Scientist,115.0,144,3.7,1,0,0,0,1
CA,West,Aerospace & Defense,81,10000,Data Scientist,109.5,139,3.7,0,0,0,0,1
NM,Southwest,Biotech & Pharmaceuticals,150,7500,Data Scientist,75.5,95,3.5,1,0,0,0,1
CA,West,Information Technology,8,750,Data Scientist,154.5,189,4.1,1,0,1,0,1
MO,Midwest,Information Technology,4,125,Data Scientist,143.5,176,4.7,1,0,1,0,0
MD,Northeast,Finance,12,750,Data Scientist,73.5,93,4.1,0,0,0,0,1
TX,Southwest,Real Estate,20,350,Data Scientist,95.0,119,3.4,1,0,0,1,1
OH,Midwest,Mining & Metals,135,350,Data Scientist,107.0,132,4.4,1,0,0,1,0
NY,Northeast,Business Services,9,350,Data Scientist,115.0,146,4.3,1,0,1,1,0
CA,West,Finance,14,750,Data Scientist,139.5,172,3.8,0,0,0,0,0
WA,West,"Oil, Gas, Energy & Utilities",55,3000,Data Scientist,67.0,85,3.8,0,0,0,0,0
PA,Northeast,Retail,72,10000,Data Scientist,85.0,109,3.8,1,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,14,125,Data Scientist,118.0,148,2.8,1,0,0,0,1
GA,Southeast,Information Technology,17,125,Data Scientist,79.5,99,4.7,1,0,0,0,1
MA,Northeast,Business Services,21,350,Data Scientist,56.5,72,3.1,1,0,0,0,0
PA,Northeast,Business Services,0,25,Data Scientist,128.5,161,3.2,1,0,1,1,0
WA,West,Information Technology,81,10000,Data Scientist,97.5,130,4.0,0,0,0,0,0
IN,Midwest,Information Technology,5,25,Research Scientist,66.5,81,4.4,1,0,0,0,0
IL,Midwest,Business Services,93,10000,Data Scientist,179.5,220,3.6,1,0,0,0,1
MO,Midwest,Business Services,42,750,Research Scientist,76.0,102,2.7,0,0,0,0,1
VA,Southeast,Information Technology,10,750,Data Scientist,112.0,139,3.9,1,0,1,0,0
PA,Northeast,Mining & Metals,160,3000,Data Scientist,98.0,122,3.1,1,0,0,0,0
WA,West,Information Technology,81,10000,Data Scientist,128.0,157,4.0,0,0,1,1,0
CA,West,Information Technology,9,350,Data Scientist,150.5,222,4.3,1,0,1,1,1
MA,Northeast,Biotech & Pharmaceuticals,20,125,Research Scientist,87.5,118,1.9,0,0,0,1,0
VA,Southeast,Aerospace & Defense,3,3000,Data Scientist,110.0,137,3.3,1,0,0,0,1
CA,West,Information Technology,25,10000,Data Scientist,113.5,141,4.4,1,0,0,0,1
CA,West,Health Care,4,125,Data Scientist,124.0,154,3.9,1,0,0,0,0
PA,Northeast,Business Services,23,350,Data Analyst,56.5,76,4.7,0,0,0,0,1
MD,Northeast,Aerospace & Defense,78,7500,Data Scientist,130.0,160,4.5,1,0,0,0,1
IL,Midwest,Information Technology,12,125,Data Analyst,77.5,100,4.3,0,0,0,0,1
VA,Southeast,Business Services,18,350,Data Engineer,87.0,114,4.0,1,0,0,1,1
WA,West,Business Services,72,750,Data Analyst,53.5,68,4.4,0,0,0,0,1
TX,Southwest,Retail,58,10000,Data Scientist,139.0,172,3.2,0,0,0,0,0
CA,West,Business Services,15,350,Data Scientist,114.0,142,3.8,1,0,1,1,1
FL,Southeast,Information Technology,12,750,Data Scientist,85.5,107,4.2,1,0,1,0,1
AL,Southeast,Information Technology,24,125,Research Scientist,48.0,65,4.5,0,0,0,0,1
LA,Southeast,Information Technology,21,125,Data Analyst,48.0,62,3.5,0,0,0,0,1
CA,West,Biotech & Pharmaceuticals,30,350,Research Scientist,174.0,231,3.5,0,0,0,0,1
GA,Southeast,Finance,52,7500,Data Scientist,85.0,106,3.9,1,0,1,0,0
MD,Northeast,Information Technology,17,125,Research Scientist,106.5,134,4.7,0,0,0,0,0
MD,Northeast,Information Technology,32,3000,Data Scientist,72.5,93,4.2,0,0,0,0,1
MD,Northeast,Information Technology,24,10000,Research Scientist,85.5,116,3.4,0,0,0,0,0
VA,Southeast,Government,62,7500,Data Scientist,97.5,123,3.2,1,0,0,0,1
VA,Southeast,Information Technology,10,750,Data Scientist,99.0,124,3.9,1,0,0,0,1
WI,Midwest,Insurance,19,3000,Data Analyst,56.5,73,3.1,0,0,0,0,1
MD,Northeast,Information Technology,13,25,Data Scientist,133.0,164,4.1,1,0,0,0,0
NY,Northeast,Business Services,8,125,Data Scientist,121.0,153,3.8,1,0,1,0,0
NY,Northeast,Business Services,28,750,Data Scientist,85.5,110,4.7,1,0,0,0,0
TX,Southwest,Education,5,3000,Data Scientist,87.5,110,4.3,1,0,0,0,0
DC,Northeast,Business Services,85,3000,Data Scientist,237.5,275,4.2,1,0,0,0,1
NC,Southeast,Information Technology,23,3000,Data Engineer,95.5,123,3.9,1,0,1,0,0
MI,Midwest,Manufacturing,26,10000,Data Scientist,104.5,129,3.3,1,0,1,1,1
NJ,Northeast,Information Technology,8,350,Data Analyst,56.5,72,4.7,0,0,0,0,1
AZ,Southwest,Information Technology,10,350,Data Analyst,55.0,71,4.3,0,0,0,0,1
NE,Midwest,Health Care,43,3000,Research Scientist,61.5,85,2.9,0,0,0,0,1
CA,West,Information Technology,14,350,Data Scientist,157.0,193,4.5,0,0,1,1,0
NJ,Northeast,Information Technology,1,350,Data Engineer,78.0,102,3.4,1,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,239,10000,Data Scientist,113.5,144,3.7,1,0,1,0,0
NY,Northeast,Information Technology,11,125,Data Scientist,140.0,160,4.6,1,0,1,0,0
CA,West,Information Technology,5,125,Data Scientist,132.5,163,3.2,0,0,1,0,1
CA,West,Information Technology,38,7500,Data Engineer,108.0,140,4.0,1,0,1,0,0
IN,Midwest,Agriculture & Forestry,83,750,Data Scientist,80.5,101,4.6,0,0,0,0,0
MD,Northeast,Health Care,20,350,Data Scientist,107.5,133,2.8,1,0,0,0,0
MN,Midwest,Business Services,24,125,Data Engineer,95.0,125,4.7,0,0,1,1,0
CA,West,Health Care,23,3000,Data Scientist,119.5,148,3.0,1,0,1,0,0
NC,Southeast,Business Services,20,3000,Data Engineer,134.0,173,3.2,0,0,1,1,0
MA,Northeast,Information Technology,21,350,Data Scientist,100.5,124,4.4,1,0,0,0,1
OH,Midwest,Media,142,3000,Data Scientist,107.5,135,3.5,1,0,0,0,0
DC,Northeast,Information Technology,5,125,Data Engineer,122.0,159,4.0,1,0,1,1,0
IL,Midwest,Real Estate,27,3000,Data Engineer,92.5,105,4.3,1,0,1,0,1
MD,Northeast,Business Services,34,750,Data Analyst,62.0,81,2.3,0,0,0,0,1
AL,Southeast,Business Services,20,125,Research Scientist,39.5,50,4.0,0,0,0,0,0
CA,West,Manufacturing,54,3000,Data Scientist,107.5,133,3.6,0,0,0,0,1
MO,Midwest,Business Services,3,750,Data Scientist,40.5,55,3.8,1,0,0,1,1
VA,Southeast,Information Technology,62,10000,Data Scientist,89.5,118,3.7,1,0,1,0,0
IL,Midwest,Business Services,12,350,Data Scientist,81.0,102,4.4,1,0,0,1,1
VA,Southeast,Information Technology,8,750,Data Scientist,147.0,182,4.0,1,0,0,1,0
TX,Southwest,Finance,62,3000,Data Scientist,85.0,106,3.2,1,0,0,0,1
CA,West,Manufacturing,49,3000,Research Scientist,81.5,112,2.9,0,0,0,0,1
CA,West,Biotech & Pharmaceuticals,23,3000,Research Scientist,168.0,223,3.8,0,0,0,0,1
CO,West,Aerospace & Defense,13,25,Machine Learning Engineer,100.5,129,4.3,1,0,1,1,1
NY,Northeast,Business Services,77,3000,Data Scientist,97.0,123,3.4,1,0,1,0,1
VA,Southeast,Business Services,52,7500,Data Scientist,85.0,106,4.1,0,0,0,0,0
CA,West,Information Technology,9,350,Data Scientist,153.5,189,4.3,1,0,1,1,1
FL,Southeast,Information Technology,3,125,Data Engineer,132.5,145,5.0,0,0,0,0,0
IL,Midwest,Information Technology,12,125,Data Engineer,100.0,120,4.3,0,0,1,0,1
CO,West,Travel & Tourism,9,350,Data Scientist,105.0,130,3.7,1,0,0,0,0
UT,West,Non-Profit,0,10000,Data Engineer,87.0,115,4.2,0,0,0,1,1
CA,West,Real Estate,7,125,Data Analyst,103.5,136,4.3,0,0,0,0,1
PA,Northeast,Education,36,750,Research Scientist,124.0,167,2.6,1,0,0,0,1
WA,West,"Oil, Gas, Energy & Utilities",55,3000,Data Scientist,67.0,85,3.8,1,0,0,0,0
DC,Northeast,Information Technology,20,10000,Data Engineer,87.0,114,3.9,0,0,0,0,0
IL,Midwest,Information Technology,9,350,Data Scientist,137.5,204,4.3,1,0,1,1,1
OH,Midwest,Business Services,33,350,Data Scientist,100.0,125,3.8,1,0,0,0,1
TN,Southeast,Insurance,75,7500,Data Engineer,106.5,136,3.8,0,0,0,0,1
WA,West,"Oil, Gas, Energy & Utilities",55,3000,Data Scientist,98.5,123,3.8,0,0,0,0,0
FL,Southeast,Business Services,10,750,Data Analyst,61.0,78,4.8,1,0,0,0,1
IN,Midwest,Business Services,12,125,Data Scientist,106.5,148,4.4,1,0,1,1,0
MA,Northeast,Information Technology,15,125,Data Engineer,84.5,110,3.9,1,0,1,0,0
NJ,Northeast,Manufacturing,174,3000,Manager,109.5,134,3.4,1,0,0,0,1
MA,Northeast,Insurance,169,7500,Data Scientist,164.0,204,3.6,1,0,1,1,0
CA,West,Biotech & Pharmaceuticals,44,10000,Data Scientist,169.0,207,3.9,1,0,1,0,1
CA,West,Telecommunications,24,7500,Data Scientist,142.0,174,3.8,1,0,1,1,1
MA,Northeast,Biotech & Pharmaceuticals,239,10000,Research Scientist,76.5,101,3.7,0,0,0,0,1
MD,Northeast,Insurance,39,750,Data Scientist,107.0,133,3.8,1,0,0,0,1
CA,West,Information Technology,50,10000,Data Scientist,171.5,211,3.5,1,0,0,1,0
TX,Southwest,Insurance,7,350,Data Scientist,96.0,119,3.9,0,0,0,0,1
CA,West,Information Technology,10,125,Data Scientist,142.5,175,4.2,0,0,0,0,0
UT,West,Non-Profit,0,10000,Data Engineer,107.0,140,4.2,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,10,3000,Research Scientist,145.0,190,3.5,1,0,0,0,1
VA,Southeast,Education,27,350,Data Analyst,61.5,80,2.9,1,0,0,0,1
PA,Northeast,Health Care,3,7500,Research Scientist,20.5,48,3.6,0,0,0,0,0
WI,Midwest,Finance,69,125,Data Scientist,120.0,149,2.7,1,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,7,350,Research Scientist,62.0,82,4.4,0,0,0,0,0
CA,West,Information Technology,38,7500,Data Scientist,150.5,185,4.0,1,0,1,0,0
MI,Midwest,Business Services,53,350,Manager,87.5,116,4.3,0,0,0,0,1
FL,Southeast,Business Services,14,125,Data Engineer,71.5,95,4.2,1,0,1,1,1
CA,West,Retail,14,125,Data Analyst,51.5,72,3.6,0,0,0,0,1
CA,West,Biotech & Pharmaceuticals,239,10000,Research Scientist,151.5,198,3.7,0,0,0,0,1
NJ,Northeast,Information Technology,6,350,Data Analyst,77.5,100,2.8,1,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,239,10000,Research Scientist,140.0,182,3.7,0,0,0,0,1
NJ,Northeast,Insurance,38,3000,Data Scientist,98.5,124,3.3,0,0,0,0,1
CA,West,Information Technology,3,125,Data Scientist,225.0,250,0.0,1,0,0,1,1
DE,Northeast,Health Care,85,3000,Research Scientist,27.5,68,3.6,0,0,0,0,0
MA,Northeast,Biotech & Pharmaceuticals,239,10000,Research Scientist,161.5,206,3.7,0,0,0,0,0
NY,Northeast,Insurance,72,3000,Data Scientist,147.0,183,3.4,1,0,1,1,0
MO,Midwest,"Oil, Gas, Energy & Utilities",59,750,Data Analyst,61.0,78,4.1,0,0,0,0,1
PA,Northeast,Education,36,750,Machine Learning Engineer,120.0,159,2.6,1,0,0,0,0
AZ,Southwest,Finance,12,3000,Data Scientist,124.5,166,3.2,1,0,0,0,1
CA,West,Finance,11,125,Data Scientist,148.0,182,3.9,1,0,0,0,0
AL,Southeast,Aerospace & Defense,24,125,Data Analyst,59.0,76,4.7,1,0,0,0,1
MA,Northeast,Insurance,168,7500,Data Scientist,146.5,179,3.7,1,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,0,350,Research Scientist,91.5,123,2.9,0,0,0,0,1
IL,Midwest,Biotech & Pharmaceuticals,5,750,Data Scientist,133.0,166,3.0,1,0,0,1,0
UT,West,Biotech & Pharmaceuticals,7,125,Data Scientist,140.5,173,4.7,1,0,0,1,0
LA,Southeast,Information Technology,0,750,Data Engineer,70.5,93,3.7,0,0,0,0,1
NY,Northeast,Health Care,6,10000,Research Scientist,84.5,115,3.3,0,0,0,0,0
MD,Northeast,Information Technology,18,125,Data Engineer,93.5,127,4.0,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,7,350,Research Scientist,134.5,179,4.4,0,0,0,0,0
CA,West,Information Technology,13,350,Machine Learning Engineer,181.0,224,3.9,1,0,1,0,0
NY,Northeast,Health Care,6,10000,Research Scientist,84.5,115,3.3,0,0,0,0,0
CA,West,Information Technology,10,125,Data Engineer,205.0,220,4.1,1,0,1,1,0
CA,West,"Arts, Entertainment & Recreation",34,3000,Data Analyst,48.5,62,3.6,0,0,0,0,1
TX,Southwest,Health Care,43,3000,Research Scientist,21.5,50,4.0,0,0,0,1,0
IL,Midwest,Manufacturing,0,750,Research Scientist,52.5,66,2.4,0,0,0,0,0
PA,Northeast,Education,36,750,Machine Learning Engineer,124.0,167,2.6,0,0,0,0,0
CA,West,Health Care,24,750,Data Scientist,64.0,86,3.5,0,0,0,0,0
TN,Southeast,Retail,62,10000,Data Engineer,98.0,127,3.0,1,0,0,0,0
DE,Northeast,Health Care,85,3000,Research Scientist,27.5,68,3.6,0,0,0,0,0
WI,Midwest,Manufacturing,56,750,Research Scientist,54.0,68,3.3,0,0,0,0,0
MD,Northeast,Biotech & Pharmaceuticals,59,350,Research Scientist,81.0,113,2.7,0,0,0,0,1
IL,Midwest,Transportation & Logistics,15,3000,Data Engineer,107.5,140,3.4,0,0,0,0,0
IL,Midwest,Transportation & Logistics,25,750,Data Scientist,112.5,139,3.8,1,0,0,1,1
VA,Southeast,Aerospace & Defense,25,10000,Data Scientist,89.0,112,3.7,1,0,1,0,1
WI,Midwest,Insurance,95,3000,Data Scientist,100.5,125,4.8,0,0,0,0,0
NY,Northeast,Travel & Tourism,18,3000,Data Analyst,65.0,86,3.8,0,0,0,0,1
LA,Southeast,Government,90,10000,Research Scientist,20.0,50,3.4,0,0,0,0,0
TX,Southwest,Business Services,21,350,Data Scientist,72.5,92,4.3,1,0,1,1,1
FL,Southeast,Business Services,10,750,Data Analyst,61.0,78,4.8,1,0,0,0,1
NJ,Northeast,Manufacturing,174,3000,Manager,109.5,134,3.4,1,0,0,0,1
MA,Northeast,Information Technology,15,125,Data Engineer,84.5,110,3.9,1,0,1,0,0
IL,Midwest,Business Services,28,125,Data Scientist,87.5,111,3.4,0,0,0,0,0
CA,West,Media,23,3000,Data Analyst,92.5,120,3.1,1,1,0,0,1
VA,Southeast,Government,62,7500,Data Scientist,81.5,103,3.2,1,0,1,0,0
OH,Midwest,Transportation & Logistics,39,3000,Data Analyst,79.0,105,4.3,0,0,0,0,0
MA,Northeast,Insurance,169,7500,Data Scientist,164.0,204,3.6,1,0,1,1,0
CA,West,Biotech & Pharmaceuticals,44,10000,Data Scientist,169.0,207,3.9,1,0,1,0,1
CA,West,Telecommunications,24,7500,Data Scientist,142.0,174,3.8,1,0,1,1,1
CA,West,Non-Profit,0,750,Data Analyst,47.5,62,2.8,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,239,10000,Research Scientist,76.5,101,3.7,0,0,0,0,1
CA,West,Information Technology,7,125,Data Analyst,69.0,90,3.4,1,0,0,0,1
ID,West,Information Technology,36,350,Data Analyst,49.0,64,4.0,1,1,0,0,1
CA,West,Information Technology,50,10000,Data Scientist,171.5,211,3.5,1,0,0,1,0
MD,Northeast,Insurance,39,750,Data Scientist,107.0,133,3.8,1,0,0,0,1
NJ,Northeast,Information Technology,24,350,Data Analyst,59.0,76,3.7,0,0,0,0,1
IN,Midwest,Information Technology,1,350,Data Scientist,88.5,111,3.5,0,0,0,1,0
UT,West,Non-Profit,0,10000,Data Engineer,107.0,140,4.2,0,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,171,10000,Data Scientist,86.5,110,4.0,1,0,0,1,1
KY,Southeast,Transportation & Logistics,85,125,Data Scientist,84.0,105,4.3,1,0,0,0,1
NY,Northeast,Business Services,28,350,Data Scientist,114.5,138,4.7,1,0,0,0,1
MA,Northeast,Biotech & Pharmaceuticals,10,3000,Research Scientist,145.0,190,3.5,1,0,0,0,1
TN,Southeast,Information Technology,14,3000,Data Engineer,88.0,114,4.4,1,0,1,1,1
IL,Midwest,Information Technology,19,750,Data Engineer,100.0,129,4.1,1,0,1,1,0
VA,Southeast,Education,27,350,Data Analyst,61.5,80,2.9,1,0,0,0,1
OR,West,Business Services,21,3000,Data Scientist,96.5,119,2.5,1,0,1,0,0
MN,Midwest,Business Services,28,350,Data Analyst,76.0,97,4.2,1,0,0,0,1
NY,Northeast,Business Services,54,3000,Data Scientist,15.5,16,3.9,0,0,0,0,1
TX,Southwest,Business Services,10,25,Data Scientist,83.5,106,4.3,1,0,0,0,1
WI,Midwest,Finance,69,125,Data Scientist,120.0,149,2.7,1,0,0,0,0
CA,West,Biotech & Pharmaceuticals,44,10000,Data Scientist,163.0,199,3.9,0,0,0,0,1
RI,Northeast,Insurance,81,750,Data Analyst,100.0,126,3.4,0,0,0,1,0
NE,Midwest,Non-Profit,103,3000,Research Scientist,52.5,72,3.8,0,0,0,0,1
